"pitchno","date","time","paofinning","pitchofpa","pitcher","pitcherid","pitcherthrows","pitcherteam","batter","batterid","batterside","batterteam","pitcherset","inning","top/bottom","outs","balls","strikes","taggedpitchtype","autopitchtype","pitchcall","korbb","taggedhittype","playresult","outsonplay","runsscored","notes","relspeed","vertrelangle","horzrelangle","spinrate","spinaxis","tilt","relheight","relside","extension","vertbreak","inducedvertbreak","horzbreak","platelocheight","platelocside","zonespeed","vertapprangle","horzapprangle","zonetime","exitspeed","angle","direction","hitspinrate","positionat110x","positionat110y","positionat110z","distance","lasttrackeddistance","bearing","hangtime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","hometeam","awayteam","stadium","level","league","gameid","pitchuid","effectivevelo","maxheight","measuredduration","speeddrop","pitchlastmeasuredx","pitchlastmeasuredy","pitchlastmeasuredz","contactpositionx","contactpositiony","contactpositionz","gameuid","utcdate","utctime","localdatetime","utcdatetime","autohittype","system","hometeamforeignid","awayteamforeignid","gameforeignid","catcher","catcherid","catcherthrows","catcherteam","playid","pitchtrajectoryxc0","pitchtrajectoryxc1","pitchtrajectoryxc2","pitchtrajectoryyc0","pitchtrajectoryyc1","pitchtrajectoryyc2","pitchtrajectoryzc0","pitchtrajectoryzc1","pitchtrajectoryzc2","hitspinaxis","hittrajectoryxc0","hittrajectoryxc1","hittrajectoryxc2","hittrajectoryxc3","hittrajectoryxc4","hittrajectoryxc5","hittrajectoryxc6","hittrajectoryxc7","hittrajectoryxc8","hittrajectoryyc0","hittrajectoryyc1","hittrajectoryyc2","hittrajectoryyc3","hittrajectoryyc4","hittrajectoryyc5","hittrajectoryyc6","hittrajectoryyc7","hittrajectoryyc8","hittrajectoryzc0","hittrajectoryzc1","hittrajectoryzc2","hittrajectoryzc3","hittrajectoryzc4","hittrajectoryzc5","hittrajectoryzc6","hittrajectoryzc7","hittrajectoryzc8","throwspeed","poptime","exchangetime","timetobase","catchpositionx","catchpositiony","catchpositionz","throwpositionx","throwpositiony","throwpositionz","basepositionx","basepositiony","basepositionz","throwtrajectoryxc0","throwtrajectoryxc1","throwtrajectoryxc2","throwtrajectoryyc0","throwtrajectoryyc1","throwtrajectoryyc2","throwtrajectoryzc0","throwtrajectoryzc1","throwtrajectoryzc2","pitchreleaseconfidence","pitchlocationconfidence","pitchmovementconfidence","hitlaunchconfidence","hitlandingconfidence","catcherthrowcatchconfidence","catcherthrowreleaseconfidence","catcherthrowlocationconfidence","spinaxis3dtransverseangle","spinaxis3dlongitudinalangle","spinaxis3dactivespinrate","spinaxis3dspinefficiency","spinaxis3dtilt","spinaxis3dvectorx","spinaxis3dvectory","spinaxis3dvectorz","spinaxis3dseamorientationrotationx","spinaxis3dseamorientationrotationy","spinaxis3dseamorientationrotationz","spinaxis3dseamorientationballyamb1","spinaxis3dseamorientationballanglehorizontalamb1","spinaxis3dseamorientationballzamb1","spinaxis3dseamorientationballangleverticalamb2","spinaxis3dseamorientationballzamb2","spinaxis3dseamorientationballxamb4","spinaxis3dseamorientationballyamb4","spinaxis3dseamorientationballanglehorizontalamb2","spinaxis3dseamorientationballangleverticalamb1","spinaxis3dseamorientationballxamb1","spinaxis3dseamorientationballyamb2","spinaxis3dseamorientationballanglehorizontalamb4","spinaxis3dseamorientationballangleverticalamb4","spinaxis3dseamorientationballxamb2","spinaxis3dseamorientationballangleverticalamb3","spinaxis3dseamorientationballanglehorizontalamb3","spinaxis3dseamorientationballxamb3","spinaxis3dseamorientationballyamb3","spinaxis3dseamorientationballzamb3","spinaxis3dseamorientationballzamb4","batspeed","verticalattackangle","horizontalattackangle","year","month","day"
"1","2/28/2026","32:26.3","1","1","Walker, Jonah","807939","Left","NOR_BIS","Patterson, Christopher","1000080435","Right","MIZ_TIG","Undefined","3","Bottom","1","1","2","Fastball","Four-Seam","StrikeSwinging","Strikeout","Undefined","Undefined","0","0","","86.84528","-0.509266","0.844829","2214.123577","162.107537","11:30","5.80603","-1.10806","5.59865","-24.39525","12.86013","-3.78953","3.29758","-0.63506","79.7712","-5.044006","0.168245","0.439305",,,,,,,,,,,,"2.13736","6.99433","1.03817","50.0","5.74666","-1.69834","-126.15771","-1.93826","3.46238","24.4276","-20.84365","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","bdd48920-14fd-11f1-9d47-ad81a36dfdfe","85.80021",,,"7.07408",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","32:26.3","2026-02-28T17:32:26.3050000-06:00","2026-02-28T23:32:26.3050000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","68113b96-bf7d-4834-a759-1781e710c6cb","54.89959","-127.10286","12.2138","5.80605","-1.13178","-10.42182","1.10647","-1.83231","1.73119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"2","2/28/2026","32:59.7","2","1","Walker, Jonah","807939","Left","NOR_BIS","Macon, Tyler","823527","Right","MIZ_TIG","Undefined","3","Bottom","2","0","0","ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined","0","0","","81.67595","0.359417","0.153892","1530.00195","113.085231","9:45","5.52457","-1.39363","6.00754","-34.59368","6.84744","-13.19375","2.97476","-2.35053","75.23284","-6.055256","-2.22059","0.463326",,,,,,,,,,,,"6.80378","3.82351","1.38854","50.0","5.53391","0.18577","-118.76551","-0.33512","9.76359","21.74352","-26.68722","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","d1c0c930-14fd-11f1-9d47-ad81a36dfdfe","81.35179",,,"6.44312",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","32:59.7","2026-02-28T17:32:59.7150000-06:00","2026-02-28T23:32:59.7150000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","4bb69290-ba69-4211-88a9-1dc2b9bf36e2","54.49192","-119.58506","10.87176","5.52759","0.67076","-13.34361","1.38847","-0.18223","4.88179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"3","2/28/2026","33:20.7","2","2","Walker, Jonah","807939","Left","NOR_BIS","Macon, Tyler","823527","Right","MIZ_TIG","Undefined","3","Bottom","2","1","0","Curveball","Curveball","StrikeCalled","Undefined","Undefined","Undefined","0","0","","76.5976","1.010792","1.089122","2489.481675","321.285863","4:45","5.62285","-0.93441","5.46074","-53.58814","-5.7274","5.6428","2.10355","0.55538","71.28006","-8.703892","2.095303","0.497922",,,,,,,,,,,,"-2.57815","-2.7326","0.8345","50.0","5.67483","-2.33033","-111.37976","0.17555","-3.27195","18.07706","-35.64199","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","de63f450-14fd-11f1-9d47-ad81a36dfdfe","75.69952",,,"5.31754",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","33:20.7","2026-02-28T17:33:20.7420000-06:00","2026-02-28T23:33:20.7420000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","3c4ad7d8-eb0d-420e-92dc-2152251d2538","55.04196","-112.19509","9.03853","5.63066","1.78312","-17.821","0.93627","-2.18275","-1.63597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"4","2/28/2026","33:42.8","2","3","Walker, Jonah","807939","Left","NOR_BIS","Macon, Tyler","823527","Right","MIZ_TIG","Undefined","3","Bottom","2","1","1","Fastball","Cutter","InPlay","Undefined","GroundBall","Out","1","0","","86.22908","-0.774497","1.234328","2248.118886","165.374008","11:30","5.8036","-1.08573","5.70213","-28.31057","9.25658","-2.12791","2.7225","-0.11273","79.50735","-6.005418","0.853612","0.441139","89.78487","-19.319275","-5.793033",,,,,"7.84243","7.84243","-4.791387","0.059873","1.4089","5.24067","0.98358","50.0","5.72092","-2.61344","-125.31861","-2.65129","2.25576","23.71527","-23.7834","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","eb85ec60-14fd-11f1-9d47-ad81a36dfdfe","85.44346","2.61415",,"6.72173",,,,"0.3963","2.61415","0.09759","bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","33:42.8","2026-02-28T17:33:42.8490000-06:00","2026-02-28T23:33:42.8490000Z","GroundBall","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","c5103aca-e141-4889-bd88-f62afc069c4b","54.79813","-126.22334","11.85763","5.80475","-1.74396","-11.8917","1.08492","-2.69949","1.12788",,"0.39368","123.9069",,,,,,,,"2.61508","-43.66136",,,,,,,,"0.09786","-12.57078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","Estimated","Estimated","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.79041","7.57874","8.38527","2026","02","28"
"15","2/28/2026","42:11.5","1","1","Walker, Jonah","807939","Left","NOR_BIS","Woita, Jase","831805","Left","MIZ_TIG","Undefined","4","Bottom","0","0","0","Fastball","Four-Seam","InPlay","Undefined","GroundBall","Single","0","0","","87.34943","-1.337251","1.546131","2238.078488","148.334771","11:00","5.87356","-0.87769","5.68517","-25.04324","11.98599","-6.64414","2.5395","0.01013","79.7078","-6.001771","0.357922","0.437969","87.48827","-21.889974","48.604198",,,,,"9.58696","9.37181","32.948096","0.057819","3.86138","6.83784","0.75193","50.0","5.74537","-3.14717","-126.77866","-3.79258","6.25744","26.96315","-21.09318","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","1aa716d0-14ff-11f1-9d47-ad81a36dfdfe","86.06183","2.77291",,"7.64163",,,,"3.48148","2.77291","0.03705","bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","42:11.5","2026-02-28T17:42:11.5050000-06:00","2026-02-28T23:42:11.5050000Z","GroundBall","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","7c687556-e8d6-4bc1-8fa4-eb88b8b522e9","54.81456","-127.79851","13.48158","5.87374","-2.99475","-10.54659","0.87544","-3.38386","3.12872","180.0","3.47965","78.9286",,,,,,,,"2.77403","-47.95874",,,,,,,,"0.03498","89.54014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","High","High","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.38284","16.77463","25.98899","2026","02","28"
"16","2/28/2026","42:52.2","2","1","Walker, Jonah","807939","Left","NOR_BIS","Serna, Mateo","806219","Right","MIZ_TIG","Undefined","4","Bottom","0","0","0","Curveball","Curveball","BallCalled","Undefined","Undefined","Undefined","0","0","","77.47651","-0.93718","0.920503","2431.351635","340.034158","5:15","5.57478","-1.14365","5.52129","-51.34656","-4.18036","2.04591","0.41949","-0.11245","71.65302","-10.249391","1.286454","0.494296",,,,,,,,,,,,"-0.78512","-1.50051","1.06211","50.0","5.45836","-1.88446","-112.5495","-3.53533","-1.00576","20.6763","-34.09622","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","32df3160-14ff-11f1-9d47-ad81a36dfdfe","76.25486",,,"5.8235",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","42:52.2","2026-02-28T17:42:52.1550000-06:00","2026-02-28T23:42:52.1550000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","93673905-2dc4-4db0-8050-7fb208189fa8","54.98063","-113.4608","10.33815","5.58106","-2.03256","-17.04811","1.14419","-1.84013","-0.50288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"17","2/28/2026","43:15.1","2","2","Walker, Jonah","807939","Left","NOR_BIS","Serna, Mateo","806219","Right","MIZ_TIG","Undefined","4","Bottom","0","1","0","Fastball","Cutter","BallCalled","Undefined","Undefined","Undefined","0","0","","86.70485","-0.293713","2.666734","2222.994462","154.030867","11:15","5.82245","-0.78262","5.73248","-26.6336","10.77894","-4.67654","3.32916","1.31291","79.30749","-5.246681","1.831039","0.44023",,,,,,,,,,,,"3.1002","5.93114","0.56307","50.0","5.78169","-5.6601","-125.79731","-1.53306","4.97176","25.3309","-22.66224","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","40a13a00-14ff-11f1-9d47-ad81a36dfdfe","85.61979",,,"7.39736",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","43:15.1","2026-02-28T17:43:15.1480000-06:00","2026-02-28T23:43:15.1480000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","08f3db58-fbfb-41d4-8b57-41eb018bb17a","54.76478","-126.75313","12.66545","5.82341","-0.67794","-11.33112","0.78019","-5.8477","2.48588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"18","2/28/2026","43:36.7","2","3","Walker, Jonah","807939","Left","NOR_BIS","Serna, Mateo","806219","Right","MIZ_TIG","Undefined","4","Bottom","0","2","0","ChangeUp","Sinker","StrikeCalled","Undefined","Undefined","Undefined","0","0","","85.18137","-0.356275","1.243073","2137.500493","152.724396","11:00","5.8293","-0.92037","5.59443","-25.72025","13.32702","-6.21378","3.35322","-0.27737","77.63994","-5.153742","0.133989","0.449746",,,,,,,,,,,,"3.4791","7.23032","0.81779","50.0","5.78225","-2.41652","-123.60867","-1.60928","5.36719","25.30427","-21.01989","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","4d7427b0-14ff-11f1-9d47-ad81a36dfdfe","83.80837",,,"7.54143",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","43:36.7","2026-02-28T17:43:36.6660000-06:00","2026-02-28T23:43:36.6660000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","52139a17-a5cf-4d24-9e1f-812f4bf3eaea","54.902","-124.60813","12.65214","5.82941","-0.77905","-10.50994","0.91743","-2.62851","2.68359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"19","2/28/2026","43:58.5","2","4","Walker, Jonah","807939","Left","NOR_BIS","Serna, Mateo","806219","Right","MIZ_TIG","Undefined","4","Bottom","0","2","1","ChangeUp","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","85.33383","0.363229","-0.10063","2168.198464","141.466238","10:45","5.75801","-1.11438","5.51855","-31.13565","7.88331","-5.26957","3.503","-1.6476","77.78936","-5.392789","-1.040207","0.449582",,,,,,,,,,,,"2.61449","4.27075","1.12668","50.0","5.76903","0.4448","-123.85082","-0.29985","4.0466","25.54877","-25.56391","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","5a56a5c0-14ff-11f1-9d47-ad81a36dfdfe","83.83881",,,"7.54447",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","43:58.5","2026-02-28T17:43:58.4690000-06:00","2026-02-28T23:43:58.4690000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","a4182c96-47e9-4779-9960-16a5f35d07c0","54.9784","-124.87358","12.77439","5.76055","0.72351","-12.78196","1.11212","0.28281","2.0233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"20","2/28/2026","44:21.4","2","5","Walker, Jonah","807939","Left","NOR_BIS","Serna, Mateo","806219","Right","MIZ_TIG","Undefined","4","Bottom","0","3","1","Fastball","Cutter","StrikeCalled","Undefined","Undefined","Undefined","0","0","","85.64931","0.102273","0.991285","2201.468828","149.905262","11:00","5.76587","-1.0024","5.5401","-31.29372","7.43843","-3.57603","3.25366","-0.37383","78.05136","-5.681543","0.353436","0.447927",,,,,,,,,,,,"2.0865","4.11949","0.91886","50.0","5.75417","-1.99695","-124.29427","-0.87092","3.25013","25.90764","-25.75717","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","681a3500-14ff-11f1-9d47-ad81a36dfdfe","84.14864",,,"7.59795",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","44:21.4","2026-02-28T17:44:21.4320000-06:00","2026-02-28T23:44:21.4320000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","4fb90899-4e0c-432b-955b-3cdc4e6dee7f","54.95713","-125.32327","12.95382","5.76845","0.1521","-12.87859","1.00073","-2.12604","1.62507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"21","2/28/2026","44:42.3","2","6","Walker, Jonah","807939","Left","NOR_BIS","Serna, Mateo","806219","Right","MIZ_TIG","Undefined","4","Bottom","0","3","2","Curveball","Curveball","BallCalled","Walk","Undefined","Undefined","0","0","","75.95441","2.584106","0.079214","2375.050485","351.130913","5:45","5.57636","-0.91154","5.42276","-54.01322","-5.11792","1.01453","3.49738","-0.75279","70.22489","-7.237738","0.259803","0.503275",,,,,,,,,,,,"-0.48961","-2.7824","0.90378","50.0","5.76801","-0.19115","-110.33095","3.17899","-0.60877","18.01951","-35.63377","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","748d0150-14ff-11f1-9d47-ad81a36dfdfe","74.89438",,,"5.72952",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","44:42.3","2026-02-28T17:44:42.3420000-06:00","2026-02-28T23:44:42.3420000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","9649c45d-d21d-4c24-9ce4-5d537d2a5310","55.07913","-111.15738","9.00976","5.58473","4.81328","-17.81689","0.91191","-0.16323","-0.30438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"22","2/28/2026","47:16.3","3","1","Walker, Jonah","807939","Left","NOR_BIS","Ward, Blaize","1000263242","Left","MIZ_TIG","Undefined","4","Bottom","0","0","0","Curveball","Curveball","BallCalled","Undefined","Undefined","Undefined","0","0","","76.87146","0.091423","0.018461","2357.18751","335.552492","5:15","5.63101","-1.18766","5.40386","-56.90767","-8.72725","4.64933","0.97437","-0.78292","70.93503","-10.210607","0.848384","0.499582",,,,,,,,,,,,"-2.34414","-4.01205","1.18262","50.0","5.59891","-0.2131","-111.67762","-1.748","-2.95096","20.71427","-37.22469","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","d051e500-14ff-11f1-9d47-ad81a36dfdfe","75.44795",,,"5.93643",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","47:16.3","2026-02-28T17:47:16.3270000-06:00","2026-02-28T23:47:16.3270000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","fc7ef41b-c5a2-45bd-9614-fabad2656d54","55.09844","-112.61931","10.35713","5.63991","-0.05571","-18.61235","1.18926","-0.07895","-1.47548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"23","2/28/2026","47:37.1","3","2","Walker, Jonah","807939","Left","NOR_BIS","Ward, Blaize","1000263242","Left","MIZ_TIG","Undefined","4","Bottom","0","2","0","Fastball","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","86.51351","0.366844","1.577639","2198.3684","163.033673","11:30","5.83631","-1.05137","5.88472","-30.82238","6.36721","-1.60071","3.60856","0.28062","79.42622","-5.345507","1.290439","0.438917",,,,,,,,,,,,"1.23898","3.51784","0.92498","50.0","5.84817","-3.39594","-125.69566","-0.23256","1.98938","24.6113","-26.5256","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","dcb520f0-14ff-11f1-9d47-ad81a36dfdfe","85.87606",,,"7.08729",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","47:37.1","2026-02-28T17:47:37.1160000-06:00","2026-02-28T23:47:37.1160000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","7fcc176f-5deb-483a-9031-01b7d8148590","54.61393","-126.59585","12.30565","5.83893","0.73764","-13.2628","1.05052","-3.4687","0.99469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"24","2/28/2026","48:06.6","3","3","Walker, Jonah","807939","Left","NOR_BIS","Ward, Blaize","1000263242","Left","MIZ_TIG","Undefined","4","Bottom","0","3","0","Fastball","Four-Seam","InPlay","Undefined","Bunt","Sacrifice","1","0","","88.47897","-1.486691","1.056843","2281.240301","157.510399","11:15","5.89929","-0.93425","5.78186","-23.40281","12.55453","-4.70922","2.56528","-0.34327","80.71373","-5.861467","0.212973","0.431584","27.13084","-43.869639","17.782836",,,,,"5.08417","4.93493","21.119546","0.081901","2.7311","7.18981","0.85004","50.0","5.76264","-2.17386","-128.44529","-4.10132","4.54185","27.73736","-20.21745","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","ee43e900-14ff-11f1-9d47-ad81a36dfdfe","87.33514","2.30968",,"7.76524",,,,"2.45479","2.30968","1.0981","bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","48:06.6","2026-02-28T17:48:06.5970000-06:00","2026-02-28T23:48:06.5970000Z","GroundBall","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","b0f6902a-10eb-430f-ae9d-6ef5651fb36a","54.71756","-129.46002","13.86868","5.89915","-3.3617","-10.10872","0.93261","-2.34002","2.27092","180.0","2.44663","27.93462",,,,,,,,"2.31791","-28.20101",,,,,,,,"1.09549","8.9596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","Medium","High","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"25","2/28/2026","49:47.6","4","1","Walker, Jonah","807939","Left","NOR_BIS","George, Jamal","805322","Right","MIZ_TIG","Undefined","4","Bottom","1","0","0","Curveball","Curveball","StrikeCalled","Undefined","Undefined","Undefined","0","0","","75.41715","1.743663","0.127624","2393.756912","309.96009","4:15","5.58373","-1.11868","5.58048","-56.27401","-6.73489","9.80599","2.52319","-0.18233","69.58553","-8.510067","1.880193","0.506577",,,,,,,,,,,,"-4.92071","-3.40811","1.10119","50.0","5.69684","-0.60861","-109.58595","1.50828","-5.9948","19.03291","-36.32606","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","2a872800-1500-11f1-9d47-ad81a36dfdfe","74.4061",,,"5.83162",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","49:47.6","2026-02-28T17:49:47.6200000-06:00","2026-02-28T23:49:47.6200000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","dda53b53-7fcc-401e-a0b0-e5f85ee59782","54.92165","-110.43743","9.51646","5.59302","3.13341","-18.16303","1.12242","-0.34042","-2.9974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"26","2/28/2026","50:04.6","4","2","Walker, Jonah","807939","Left","NOR_BIS","George, Jamal","805322","Right","MIZ_TIG","Undefined","4","Bottom","1","0","1","Curveball","Curveball","StrikeSwinging","Undefined","Undefined","Undefined","0","0","","74.21705","1.461495","-0.690328","2341.952802","310.34421","4:15","5.56268","-1.13501","5.62386","-56.7383","-5.28185","8.18174","2.1987","-1.09742","68.02031","-8.909427","0.773472","0.516287",,,,,,,,,,,,"-4.33166","-2.55571","1.18856","50.0","5.65107","0.99651","-107.75328","0.94974","-5.06241","19.76531","-35.16093","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","34ac81e0-1500-11f1-9d47-ad81a36dfdfe","73.00674",,,"6.19674",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2/28/2026","50:04.6","2026-02-28T17:50:04.6410000-06:00","2026-02-28T23:50:04.6410000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","c1948dbf-f0ac-4db1-a424-5121a015c1a6","54.87648","-108.64409","9.88265","5.57256","2.53443","-17.58046","1.13851","1.22467","-2.53121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
