"pitchno","date","time","paofinning","pitchofpa","pitcher","pitcherid","pitcherthrows","pitcherteam","batter","batterid","batterside","batterteam","pitcherset","inning","top/bottom","outs","balls","strikes","taggedpitchtype","autopitchtype","pitchcall","korbb","taggedhittype","playresult","outsonplay","runsscored","notes","relspeed","vertrelangle","horzrelangle","spinrate","spinaxis","tilt","relheight","relside","extension","vertbreak","inducedvertbreak","horzbreak","platelocheight","platelocside","zonespeed","vertapprangle","horzapprangle","zonetime","exitspeed","angle","direction","hitspinrate","positionat110x","positionat110y","positionat110z","distance","lasttrackeddistance","bearing","hangtime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","hometeam","awayteam","stadium","level","league","gameid","pitchuid","effectivevelo","maxheight","measuredduration","speeddrop","pitchlastmeasuredx","pitchlastmeasuredy","pitchlastmeasuredz","contactpositionx","contactpositiony","contactpositionz","gameuid","utcdate","utctime","localdatetime","utcdatetime","autohittype","system","hometeamforeignid","awayteamforeignid","gameforeignid","catcher","catcherid","catcherthrows","catcherteam","playid","pitchtrajectoryxc0","pitchtrajectoryxc1","pitchtrajectoryxc2","pitchtrajectoryyc0","pitchtrajectoryyc1","pitchtrajectoryyc2","pitchtrajectoryzc0","pitchtrajectoryzc1","pitchtrajectoryzc2","hitspinaxis","hittrajectoryxc0","hittrajectoryxc1","hittrajectoryxc2","hittrajectoryxc3","hittrajectoryxc4","hittrajectoryxc5","hittrajectoryxc6","hittrajectoryxc7","hittrajectoryxc8","hittrajectoryyc0","hittrajectoryyc1","hittrajectoryyc2","hittrajectoryyc3","hittrajectoryyc4","hittrajectoryyc5","hittrajectoryyc6","hittrajectoryyc7","hittrajectoryyc8","hittrajectoryzc0","hittrajectoryzc1","hittrajectoryzc2","hittrajectoryzc3","hittrajectoryzc4","hittrajectoryzc5","hittrajectoryzc6","hittrajectoryzc7","hittrajectoryzc8","throwspeed","poptime","exchangetime","timetobase","catchpositionx","catchpositiony","catchpositionz","throwpositionx","throwpositiony","throwpositionz","basepositionx","basepositiony","basepositionz","throwtrajectoryxc0","throwtrajectoryxc1","throwtrajectoryxc2","throwtrajectoryyc0","throwtrajectoryyc1","throwtrajectoryyc2","throwtrajectoryzc0","throwtrajectoryzc1","throwtrajectoryzc2","pitchreleaseconfidence","pitchlocationconfidence","pitchmovementconfidence","hitlaunchconfidence","hitlandingconfidence","catcherthrowcatchconfidence","catcherthrowreleaseconfidence","catcherthrowlocationconfidence","spinaxis3dtransverseangle","spinaxis3dlongitudinalangle","spinaxis3dactivespinrate","spinaxis3dspinefficiency","spinaxis3dtilt","spinaxis3dvectorx","spinaxis3dvectory","spinaxis3dvectorz","spinaxis3dseamorientationrotationx","spinaxis3dseamorientationrotationy","spinaxis3dseamorientationrotationz","spinaxis3dseamorientationballyamb1","spinaxis3dseamorientationballanglehorizontalamb1","spinaxis3dseamorientationballzamb1","spinaxis3dseamorientationballangleverticalamb2","spinaxis3dseamorientationballzamb2","spinaxis3dseamorientationballxamb4","spinaxis3dseamorientationballyamb4","spinaxis3dseamorientationballanglehorizontalamb2","spinaxis3dseamorientationballangleverticalamb1","spinaxis3dseamorientationballxamb1","spinaxis3dseamorientationballyamb2","spinaxis3dseamorientationballanglehorizontalamb4","spinaxis3dseamorientationballangleverticalamb4","spinaxis3dseamorientationballxamb2","spinaxis3dseamorientationballangleverticalamb3","spinaxis3dseamorientationballanglehorizontalamb3","spinaxis3dseamorientationballxamb3","spinaxis3dseamorientationballyamb3","spinaxis3dseamorientationballzamb3","spinaxis3dseamorientationballzamb4","batspeed","verticalattackangle","horizontalattackangle","year","month","day"
"161","2026-02-27","19:36:00.37","3","4","Shupe, Garrett","10013518","Right","NOR_BIS","Benson, Cameron","813272","Left","MIZ_TIG","Undefined","5","Bottom","1","2","1","ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined","0","0","","84.51336","-1.260733","-4.280611","1727.891624","254.056055","2:30","4.98116","3.15885","6.68047","-31.96954","6.26457","17.5034","1.16039","0.69458","77.1867","-7.267826","-1.098936","0.445038",,,,,,,,,,,,"-10.45237","4.06571","-2.87849","50.0","4.8842","8.5418","-122.58034","-3.61371","-15.82951","25.28496","-26.01675","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","d697fd60-1445-11f1-8b2a-372dde908e8b","84.69492",,,"7.32666",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","01:36:00.37","2026-02-27T19:36:00.3722240-06:00","2026-02-28T01:36:00.3722240Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","17c9b6d0-aec7-4903-a140-3c8df378d5a3","53.81922","-123.36562","12.64248","4.98388","-2.80569","-13.00837","-3.15141","9.03343","-7.91475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"162","2026-02-27","19:36:20.61","3","5","Shupe, Garrett","10013518","Right","NOR_BIS","Benson, Cameron","813272","Left","MIZ_TIG","Undefined","5","Bottom","1","3","1","Fastball","Four-Seam","BallCalled","Walk","Undefined","Undefined","0","0","","89.93757","-0.504579","-2.280947","2380.270245","224.712257","1:30","5.17497","3.2499","6.05346","-19.60903","14.91229","13.62194","3.07344","2.27255","81.67295","-4.229335","0.169617","0.422878",,,,,,,,,,,,"-7.62591","8.15563","-3.0794","50.0","5.12515","4.61414","-130.52443","-1.73749","-13.08115","28.92694","-18.18422","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","e2bc0d70-1445-11f1-8b2a-372dde908e8b","89.13312",,,"8.26462",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","01:36:20.61","2026-02-27T19:36:20.6158848-06:00","2026-02-28T01:36:20.6158848Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","0ddfa017-22e8-4d82-a193-1435ed8e9c71","54.44358","-131.50554","14.46347","5.17362","-1.12074","-9.09211","-3.24342","5.05781","-6.54058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"163","2026-02-27","19:37:01.21","4","1","Shupe, Garrett","10013518","Right","NOR_BIS","Maisonet, Eric","835908","Left","MIZ_TIG","Undefined","5","Bottom","1","0","0","Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined","0","0","","88.76111","-1.073336","-2.538271","2232.692242","223.351682","1:30","5.25808","3.27325","6.08925","-20.82395","14.39347","12.53048","2.52877","1.96791","81.12256","-5.006206","-0.282891","0.42712",,,,,,,,,,,,"-7.12477","8.05398","-3.08367","50.0","5.16413","5.1898","-128.85854","-3.04372","-11.98198","26.72229","-18.6294","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","fac92060-1445-11f1-8b2a-372dde908e8b","88.24783",,,"7.63855",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","01:37:01.21","2026-02-27T19:37:01.2100096-06:00","2026-02-28T01:37:01.2100096Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","0eb5c221-95e1-4ec2-acf1-e34e28094b96","54.40873","-129.76959","13.36114","5.25708","-2.40858","-9.3147","-3.26758","5.5983","-5.99099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"164","2026-02-27","19:37:20.11","4","2","Shupe, Garrett","10013518","Right","NOR_BIS","Maisonet, Eric","835908","Left","MIZ_TIG","Undefined","5","Bottom","1","1","0","ChangeUp","Changeup","BallCalled","Undefined","Undefined","StolenBase","0","0","","84.20568","-1.977791","-5.072641","1587.65459","252.125092","2:30","5.06344","3.14774","6.63235","-31.87872","6.86792","17.23958","0.58824","-0.07214","76.8555","-7.956443","-1.946864","0.448011",,,,,,,,,,,,"-10.58162","4.59311","-2.81019","50.0","4.91622","10.20468","-121.93505","-5.13124","-15.83489","25.33245","-25.30065","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","06093910-1446-11f1-8b2a-372dde908e8b","84.13291",,,"7.35018",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","01:37:20.11","2026-02-27T19:37:20.1190000-06:00","2026-02-28T01:37:20.1190000Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","403ea56e-de94-447c-ab8a-083a80c48a91","53.86758","-122.73592","12.66622","5.0658","-4.33137","-12.65033","-3.14072","10.7053","-7.91744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.63786",,,"1.262061",,,,"-1.32885","6.68699","-0.60483","127.28714","8.48882","5.84298","-1.20267","114.08378","-9.85074","6.7064","16.85574","-12.25991","-0.64417","2.42306","2.19098","High","High","High","","","High","High","High",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"165","2026-02-27","19:37:51.26","4","3","Shupe, Garrett","10013518","Right","NOR_BIS","Maisonet, Eric","835908","Left","MIZ_TIG","Undefined","5","Bottom","1","2","0","ChangeUp","Changeup","InPlay","Undefined","GroundBall","Out","1","0","","85.0837","-1.062771","-4.826025","1532.822099","262.196834","2:45","5.00201","3.12785","6.66177","-34.22061","3.53012","16.77383","1.17423","0.09914","77.809","-7.467215","-1.781426","0.442216",,,,,,,,,,,,"-10.26351","2.52528","-2.80943","50.0","4.91679","9.81505","-123.35371","-3.29228","-15.75636","25.37185","-28.2973","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","18a81190-1446-11f1-8b2a-372dde908e8b","85.23545",,,"7.27469",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","01:37:51.26","2026-02-27T19:37:51.2625152-06:00","2026-02-28T01:37:51.2625152Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","08fd1b67-eead-44f7-a2e2-bad58f666c6d","53.83914","-124.14085","12.68593","5.00531","-2.41438","-14.14865","-3.12151","10.30387","-7.87818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"166","2026-02-27","19:38:31.73","5","1","Shupe, Garrett","10013518","Right","NOR_BIS","Patterson, Christopher","1000080435","Left","MIZ_TIG","Undefined","5","Bottom","2","0","0","Cutter","Slider","StrikeCalled","Undefined","Undefined","Undefined","0","0","","84.969","-0.60429","-3.961736","2203.985879","180.760504","12:00","5.09043","3.07862","6.18572","-31.40553","6.88512","0.07598","1.91397","-0.579","78.13716","-6.436144","-3.948076","0.445367",,,,,,,,,,,,"-1.11122","4.10193","-2.77938","50.0","5.02892","8.53261","-123.24685","-2.28545","-1.71381","23.87257","-25.84765","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","30bec170-1446-11f1-8b2a-372dde908e8b","84.63236",,,"6.83185",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","01:38:31.73","2026-02-27T19:38:31.7345280-06:00","2026-02-28T01:38:31.7345280Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","d92dab8e-e4bd-4d20-9d93-6cd0785d1303","54.31291","-124.07944","11.93628","5.09291","-1.38398","-12.92383","-3.07801","8.59238","-0.85691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"167","2026-02-27","19:38:52.22","5","2","Shupe, Garrett","10013518","Right","NOR_BIS","Patterson, Christopher","1000080435","Left","MIZ_TIG","Undefined","5","Bottom","2","0","1","Cutter","Slider","StrikeSwinging","Undefined","Undefined","Undefined","0","0","","84.8871","0.691193","-3.286458","2215.746369","144.201388","10:45","5.05552","3.13871","6.03899","-33.52647","4.93414","-2.73996","2.90272","-0.13596","78.08707","-5.51663","-3.778102","0.446354",,,,,,,,,,,,"0.53358","2.73339","-2.88073","50.0","5.09152","7.18399","-123.21241","0.39749","0.82411","23.41011","-27.9525","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","3cf4d2e0-1446-11f1-8b2a-372dde908e8b","84.44515",,,"6.80003",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","01:38:52.22","2026-02-27T19:38:52.2240512-06:00","2026-02-28T01:38:52.2240512Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","74d6a5ac-b5b6-4ca3-84b2-6e11f6eaf2cc","54.45973","-124.05685","11.70506","5.059","1.40578","-13.97625","-3.13933","7.15426","0.41205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"168","2026-02-27","19:39:15.42","5","3","Shupe, Garrett","10013518","Right","NOR_BIS","Patterson, Christopher","1000080435","Left","MIZ_TIG","Undefined","5","Bottom","2","0","2","Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined","0","0","","90.18986","-2.223039","-6.56515","2194.346608","211.332936","1:00","5.18791","3.05583","6.60062","-17.90343","15.85198","9.00111","1.64492","-2.23499","82.59888","-5.635002","-4.945978","0.418161",,,,,,,,,,,,"-6.47268","9.24918","-2.60945","50.0","5.02743","14.63823","-130.25996","-5.55741","-11.15589","26.55908","-16.2328","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","4ac47010-1446-11f1-8b2a-372dde908e8b","90.13863",,,"7.59098",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","01:39:15.42","2026-02-27T19:39:15.4203648-06:00","2026-02-28T01:39:15.4203648Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","51786fd3-d984-49a2-9e0d-d9188fe71e59","53.89763","-131.05225","13.27954","5.186","-5.07317","-8.1164","-3.05109","14.97102","-5.57794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"169","2026-02-27","19:39:37.43","5","4","Shupe, Garrett","10013518","Right","NOR_BIS","Patterson, Christopher","1000080435","Left","MIZ_TIG","Undefined","5","Bottom","2","1","2","Fastball","Four-Seam","StrikeSwinging","Strikeout","Undefined","Undefined","0","0","","89.7233","-0.701668","-3.965262","2298.296047","214.914988","1:15","5.22242","3.10501","6.49151","-18.12367","15.81422","10.3028","3.06639","0.31755","82.08935","-4.165628","-2.101783","0.419289",,,,,,,,,,,,"-6.43052","8.77871","-2.83062","50.0","5.16482","8.61413","-130.19105","-2.08265","-11.06634","26.64977","-17.06666","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","57e70460-1446-11f1-8b2a-372dde908e8b","89.89602",,,"7.63395",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","01:39:37.43","2026-02-27T19:39:37.4393856-06:00","2026-02-28T01:39:37.4393856Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","c007d5de-0b7c-4278-a65a-91927cb092be","54.00667","-131.00864","13.32489","5.22069","-1.55906","-8.53333","-3.10011","8.95364","-5.53317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"206","2026-02-27","20:06:01.01","1","1","Shupe, Garrett","10013518","Right","NOR_BIS","Frost, Isaiah","801981","Left","MIZ_TIG","Undefined","6","Bottom","0","0","0","Fastball","Sinker","StrikeCalled","Undefined","Undefined","Undefined","0","0","","87.91045","-1.124735","-4.55802","2469.37756","225.750743","1:30","5.26394","2.73938","6.1041","-20.56694","15.57099","14.75115","2.50646","-0.25546","79.9983","-5.023374","-1.911391","0.432666",,,,,,,,,,,,"-8.85083","8.69815","-2.39564","50.0","5.16634","9.53672","-127.31134","-3.10562","-14.48759","26.78905","-17.93639","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","07c60770-144a-11f1-8b2a-372dde908e8b","87.11668",,,"7.91216",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","02:06:01.01","2026-02-27T20:06:01.0105856-06:00","2026-02-28T02:06:01.0105856Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","0e09c716-d7d7-480a-8ff0-6dae63039ee7","54.39351","-128.23249","13.39452","5.26252","-2.48886","-8.9682","-2.73214","10.03489","-7.2438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"207","2026-02-27","20:06:16.35","1","2","Shupe, Garrett","10013518","Right","NOR_BIS","Frost, Isaiah","801981","Left","MIZ_TIG","Undefined","6","Bottom","0","0","1","ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined","0","0","","83.72604","-1.717393","-5.835409","1747.511867","255.597698","2:30","4.99446","2.77175","6.63481","-33.02187","6.34303","19.37029","0.66166","-0.97505","76.16397","-7.913304","-2.32969","0.451571",,,,,,,,,,,,"-11.96764","4.26614","-2.38316","50.0","4.86446","11.68051","-121.08747","-4.58359","-17.61547","25.54399","-25.89462","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","10f149e0-144a-11f1-8b2a-372dde908e8b","83.46956",,,"7.56208",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","02:06:16.35","2026-02-27T20:06:16.3549184-06:00","2026-02-28T02:06:16.3549184Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","25fe13c2-2da3-4e8e-ade0-0d4a9cb45aee","53.86515","-121.90012","12.77199","4.99718","-3.75979","-12.94731","-2.76367","12.24092","-8.80774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"208","2026-02-27","20:06:36.03","1","3","Shupe, Garrett","10013518","Right","NOR_BIS","Frost, Isaiah","801981","Left","MIZ_TIG","Undefined","6","Bottom","0","1","1","ChangeUp","Changeup","InPlay","Undefined","GroundBall","Out","1","0","","83.22052","-1.256376","-5.170991","1611.774372","253.753992","2:30","5.0464","2.88344","6.60478","-33.34707","6.59398","17.74324","1.11169","-0.38772","75.43335","-7.526135","-1.957024","0.454864","80.67364","-44.652317","42.696517",,,,,"2.51627","2.51627","27.207609","0.013344","-10.9652","4.27693","-2.53702","50.0","4.94685","10.26424","-120.46016","-3.5929","-15.90815","26.15967","-25.96913","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","1cb07da0-144a-11f1-8b2a-372dde908e8b","82.86537","1.11099",,"7.78717",,,,"1.41136","1.11099","0.3879","1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","02:06:36.03","2026-02-27T20:06:36.0358912-06:00","2026-02-28T02:06:36.0358912Z","GroundBall","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","92463ed8-900e-479a-943a-f8b6fd222cb3","53.89449","-121.30296","13.07983","5.04913","-2.75624","-12.98456","-2.87597","10.77676","-7.95408",,"1.41119","61.93849",,,,,,,,"1.11121","-83.25847",,,,,,,,"0.38775","57.14822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","Estimated","Estimated","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"209","2026-02-27","20:07:11.39","2","1","Shupe, Garrett","10013518","Right","NOR_BIS","Woita, Jase","831805","Left","MIZ_TIG","Undefined","6","Bottom","1","0","0","ChangeUp","Changeup","StrikeCalled","Undefined","Undefined","Undefined","0","0","","83.74511","-0.682845","-4.295141","1738.692508","244.374635","2:15","5.08835","2.88547","6.51046","-30.43868","9.30571","16.29406","1.92336","0.29429","75.32168","-6.443721","-1.345002","0.453742",,,,,,,,,,,,"-9.88536","5.54929","-2.59138","50.0","5.02769","8.48698","-121.25532","-2.30999","-14.44083","27.86655","-24.0675","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","31bafef0-144a-11f1-8b2a-372dde908e8b","83.07017",,,"8.42342",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","02:07:11.39","2026-02-27T20:07:11.3958400-06:00","2026-02-28T02:07:11.3958400Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","a7e1a7cd-48bd-4be1-9f01-b9874ba73cea","53.98572","-122.16788","13.93327","5.09044","-1.52185","-12.03375","-2.87704","8.95987","-7.22041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"210","2026-02-27","20:07:25.37","2","2","Shupe, Garrett","10013518","Right","NOR_BIS","Woita, Jase","831805","Left","MIZ_TIG","Undefined","6","Bottom","1","0","1","Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined","0","0","","88.56056","-1.849475","-4.936472","2377.250219","215.52849","1:15","5.17715","2.92208","6.33226","-18.15824","17.63103","11.64142","1.95403","-0.66459","79.68638","-5.348523","-2.841451","0.430574",,,,,,,,,,,,"-7.61185","10.13241","-2.56652","50.0","5.0331","10.58263","-128.02828","-4.62009","-12.43688","30.28035","-15.61887","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","3a22ca50-144a-11f1-8b2a-372dde908e8b","87.53997",,,"8.87418",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","02:07:25.37","2026-02-27T20:07:25.3726208-06:00","2026-02-28T02:07:25.3726208Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","8a49a28b-d59e-4158-9e0e-c45151451f49","54.16368","-129.00929","15.14017","5.17458","-4.11407","-7.80944","-2.91589","10.98556","-6.21844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"211","2026-02-27","20:07:44.16","2","3","Shupe, Garrett","10013518","Right","NOR_BIS","Woita, Jase","831805","Left","MIZ_TIG","Undefined","6","Bottom","1","1","1","Fastball","Four-Seam","StrikeCalled","Undefined","Undefined","Undefined","0","0","","88.79054","-2.008098","-3.491082","2315.35833","212.239871","1:00","5.29341","2.92074","6.15637","-17.9095","17.7967","10.39701","1.94152","0.55785","80.00383","-5.449337","-1.620379","0.430074",,,,,,,,,,,,"-6.44343","10.19449","-2.66025","50.0","5.13131","7.40347","-128.54231","-4.99688","-10.62189","30.30809","-15.36856","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","4542b0d0-144a-11f1-8b2a-372dde908e8b","87.64177",,,"8.7867",,,,,,,"1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","02:07:44.16","2026-02-27T20:07:44.1634304-06:00","2026-02-28T02:07:44.1634304Z","","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","482e6c1e-d8be-498a-bd42-cadfea3f8ac6","54.33894","-129.56131","15.15405","5.29063","-4.48016","-7.68428","-2.91517","7.76059","-5.31095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","27"
"212","2026-02-27","20:08:00.27","2","4","Shupe, Garrett","10013518","Right","NOR_BIS","Woita, Jase","831805","Left","MIZ_TIG","Undefined","6","Bottom","1","1","2","ChangeUp","Changeup","InPlay","Undefined","GroundBall","Out","1","0","","84.47405","-0.821895","-3.699692","1770.287678","247.766968","2:15","5.06162","2.85395","6.47232","-31.04021","8.14823","16.26383","1.71851","0.8069","75.81023","-6.68985","-0.75319","0.450558","70.4947","-59.769982","89.374641",,,,,"2.19878","2.19878","6.15208","0.020172","-9.83497","4.95701","-2.59998","50.0","4.99005","7.31125","-122.39112","-2.65136","-14.57168","29.38377","-24.82966","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260227-TaylorStadium-1","4ede4140-144a-11f1-8b2a-372dde908e8b","83.65728","1.80678",,"8.66382",,,,"2.17462","1.80678","-0.81714","1b302c73-8876-476a-9477-a2ba524ff780","2026-02-28","02:08:00.27","2026-02-27T20:08:00.2787328-06:00","2026-02-28T02:08:00.2787328Z","GroundBall","v3","4806","471388","9d219402a542450a8ca9d307da9f26b3","Freiter, Bennett","1000119083","Right","NOR_BIS","393b78bc-01a4-4074-8614-d380f7340a94","54.02596","-123.35389","14.69188","5.06359","-1.83781","-12.41483","-2.84736","7.78869","-7.28584",,"2.17462","0.56965",,,,,,,,"1.80755","-89.56764",,,,,,,,"-0.81759","52.18934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","Estimated","Estimated","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69.00135","4.09851","1.34888","2026","02","27"
